Date,Y,m,d,d-T,h,Demand,Demand Forecast,SPOT Market Volume,Market Clearing Price,Wind Forecast,RoR Forecast,Yuk Tahmin Planı (MWh),Net Order
26/01/2021,2021,1,26,2,8, 37788   ,36701.37279,24823.8,311.6,6815.45,1203.9,36712,-44.293
26/01/2021,2021,1,26,2,9, 41205   ,41530.91666,26850.5,320.18,6878.28,1315.75,39725,-24.75
26/01/2021,2021,1,26,2,10, 42841   ,42895.56314,27528,317.77,6929.37,1371.06,41130,357.532
26/01/2021,2021,1,26,2,11, 43954   ,43286.11429,27586.4,316.33,7018.45,1354.06,41585,757.687
26/01/2021,2021,1,26,2,12, 43057   ,42891.62316,26902.4,311.5,7164.92,1308.15,40897,960.876
26/01/2021,2021,1,26,2,13, 43562   ,42925.49408,26966.8,312.29,7255.43,1303.37,40636,1115.526
26/01/2021,2021,1,26,2,14, 43699   ,43026.80742,27045.4,314.83,7267.19,1312.38,40915,1153.65
26/01/2021,2021,1,26,2,15, 42948   ,42606.32968,26752,315.44,7239.04,1343.37,40529,1225.328
26/01/2021,2021,1,26,2,16, 42402   ,42255.89468,26614.7,317.36,7175.54,1414.01,40204,685.004
26/01/2021,2021,1,26,2,17, 42171   ,41952.50042,26744.2,319.82,7163.49,1457.72,40045,843.612
26/01/2021,2021,1,26,2,18, 42089   ,42351.79606,26886.9,320.33,7232.64,1451.59,39873,739.162
26/01/2021,2021,1,26,2,19, 40753   ,41439.59034,26012.7,315.97,7320.66,1377.71,38891,657.393
26/01/2021,2021,1,26,2,20, 39400   ,39983.29214,25362.6,313.34,7398.09,1285.22,38076,386.776
26/01/2021,2021,1,26,2,21, 38585   ,38785.96539,24883.3,310.29,7419.71,1235.41,37345,0
26/01/2021,2021,1,26,2,22, 37786   ,37697.10271,24789.5,299.98,7400.53,1185.53,36689,-71.917
26/01/2021,2021,1,26,2,23, 36634   ,36510.34881,23865,265.01,7351.85,1138.3,35492,0
27/01/2021,2021,1,27,3,0, 34736   ,33675.75429,22983.1,309,7420.57,1160.72,33627,8.833
27/01/2021,2021,1,27,3,1, 32878   ,32191.60802,22568.2,259.32,7397.16,1096.13,31758,285.129
27/01/2021,2021,1,27,3,2, 31516   ,31040.32919,21960.3,233.99,7312.9,1038.39,30578,0
27/01/2021,2021,1,27,3,3, 30709   ,30292.69564,21143.7,233.6,7228.3,1013.73,29777,0
27/01/2021,2021,1,27,3,4, 30423   ,30063.32299,21209.5,233.6,7197.2,1018.67,29415,36.8
27/01/2021,2021,1,27,3,5, 30575   ,30351.2118,21410.4,233.61,7087.15,1042.06,29473,335.16
27/01/2021,2021,1,27,3,6, 30881   ,31201.28838,23318.3,233.99,6758.84,1081.81,30050,397
27/01/2021,2021,1,27,3,7, 33159   ,33029.3947,24467.2,233.99,6320.93,1168.81,31620,1114.544
27/01/2021,2021,1,27,3,8, 37428   ,37585.29435,24324.9,311.5,5901.32,1294.74,35583,1221.303
27/01/2021,2021,1,27,3,9, 41067   ,42176.55703,24668.6,318.49,5525.27,1399.68,39100,977.743
27/01/2021,2021,1,27,3,10, 43153   ,44325.61083,25677.2,320,5187.87,1456.99,41834,749.523
27/01/2021,2021,1,27,3,11, 44387   ,44998.5504,26111.8,323.41,4939.97,1449.43,42823,901.773
27/01/2021,2021,1,27,3,12, 43727   ,44062.93065,25446.8,319.16,4803.81,1418.33,42164,825.088
27/01/2021,2021,1,27,3,13, 44351   ,44472.85914,25857,322.22,4800.36,1436.79,42218,603.608
27/01/2021,2021,1,27,3,14, 44844   ,44577.02667,26276.4,324.68,4878.41,1459.5,42488,581.686
27/01/2021,2021,1,27,3,15, 44233   ,43751.42356,25930.5,324.58,4930.52,1494.82,42007,641.412
27/01/2021,2021,1,27,3,16, 43852   ,43576.18524,25680.6,324.33,4954.13,1580.43,41525,571.204
27/01/2021,2021,1,27,3,17, 43248   ,43387.54943,25717.8,326.69,5003.13,1642.93,41207,287.893
27/01/2021,2021,1,27,3,18, 42731   ,43104.91122,25549.4,326.66,5005.87,1642.81,40984,-132.083
27/01/2021,2021,1,27,3,19, 41699   ,41752.87795,24652.5,321.94,4876.52,1572,39800,-301.314
27/01/2021,2021,1,27,3,20, 40021   ,40138.84428,23677.9,318.42,4689.97,1487.15,38542,-513.243
27/01/2021,2021,1,27,3,21, 39095   ,39193.68651,23316.1,316.69,4433.68,1439.69,37597,-500.598
27/01/2021,2021,1,27,3,22, 38362   ,38316.38399,22816.8,314.67,4081.09,1401.41,36803,-541.802
27/01/2021,2021,1,27,3,23, 37191   ,37134.26153,22552.8,312.22,3708.4,1364.73,35349,-223.133
28/01/2021,2021,1,28,4,0, 35181   ,34391.25914,21340.1,309,3659.22,1354.95,33364,36.833
28/01/2021,2021,1,28,4,1, 33149   ,33022.91996,21599.9,311.71,3236.86,1296.02,31660,170.433
28/01/2021,2021,1,28,4,2, 31960   ,32141.21326,20983.1,310.47,2897.22,1250.3,30539,365.283
28/01/2021,2021,1,28,4,3, 31092   ,31133.2981,20337.7,290.66,2597.03,1239.24,29887,558.347
28/01/2021,2021,1,28,4,4, 30905   ,30680.82366,20201.3,299.99,2403.92,1256.05,29691,410
28/01/2021,2021,1,28,4,5, 31136   ,30983.80647,20379.6,310,2258.03,1290.27,29840,410
28/01/2021,2021,1,28,4,6, 31918   ,32023.80044,22461.4,312.73,2147.59,1338.42,30509,435
28/01/2021,2021,1,28,4,7, 34024   ,33771.43701,24282.7,316.65,2006.73,1445.67,32158,152.97
28/01/2021,2021,1,28,4,8, 38485   ,37569.43105,25178.4,327.07,1839.69,1603.95,36783,-610.328
28/01/2021,2021,1,28,4,9, 42485   ,41627.74619,25869.7,334.37,1742.71,1735.89,40565,-122.898
28/01/2021,2021,1,28,4,10, 44793   ,44074.33602,26940.9,334.18,1738.4,1806.45,42339,-198.476
28/01/2021,2021,1,28,4,11, 45818   ,45034.64935,27782.2,335.6,1810.68,1808.63,43395,776.198
28/01/2021,2021,1,28,4,12, 44945   ,44285.83349,26817.6,330.65,1930.93,1781.7,42672,27.949
28/01/2021,2021,1,28,4,13, 45359   ,45113.13801,27033.2,331.5,2041.34,1787.56,43003,311.081
28/01/2021,2021,1,28,4,14, 45849   ,45284.70822,27344.4,333.45,2033.43,1792.87,43077,835.07
28/01/2021,2021,1,28,4,15, 45189   ,44336.41817,26980.3,334.22,1929.99,1815.07,42375,927.123
28/01/2021,2021,1,28,4,16, 44550   ,43649.40856,26634.6,335.09,1774,1884.79,42035,912.358
28/01/2021,2021,1,28,4,17, 43754   ,43406.23031,26340.4,338.07,1578.81,1924.27,41682,747.08
28/01/2021,2021,1,28,4,18, 43041   ,42878.24706,26337.3,339.18,1389.23,1899.34,41375,-13.226
28/01/2021,2021,1,28,4,19, 42519   ,41383.79686,25383,334.05,1230.48,1805.73,40321,52.566
28/01/2021,2021,1,28,4,20, 40806   ,40054.55463,24895.7,329.39,1102.55,1704.11,39001,-177.155
28/01/2021,2021,1,28,4,21, 39708   ,38958.37397,24440.5,325.43,1038.55,1634.06,38212,-183.097
28/01/2021,2021,1,28,4,22, 38875   ,38264.06531,23886.4,322.2,1047.76,1568.84,37527,-173.1
28/01/2021,2021,1,28,4,23, 37720   ,37318.0503,23334.9,317.95,1060.23,1514.92,36272,81.267
29/01/2021,2021,1,29,5,0, 35727   ,34454.56414,21949.4,318.79,1013.86,1419.92,33851,339.265
29/01/2021,2021,1,29,5,1, 33808   ,32983.91246,21973.3,317.26,1099.21,1340.81,31911,481.321
29/01/2021,2021,1,29,5,2, 32333   ,31995.52207,21099.1,313.61,1246.62,1274.71,30569,428.925
29/01/2021,2021,1,29,5,3, 31467   ,31063.70843,20210.7,310.31,1420.92,1245.11,29763,139.273
29/01/2021,2021,1,29,5,4, 31365   ,30685.1267,20036.8,290,1635.64,1243.59,29486,363.612
29/01/2021,2021,1,29,5,5, 31513   ,30965.69912,20193.4,290,1980.6,1258.65,29762,558.151
29/01/2021,2021,1,29,5,6, 32408   ,31876.39254,21998.6,299.99,2399.98,1286.22,30668,464.581
29/01/2021,2021,1,29,5,7, 34197   ,33778.65891,23551.4,311.3,2703.88,1370.02,32790,802.086
29/01/2021,2021,1,29,5,8, 38954   ,38169.09186,23994.4,317.96,2860.26,1506.87,37352,653.188
29/01/2021,2021,1,29,5,9, 43272   ,42733.49381,24623.1,320,2977.8,1629.66,40519,1821.554
29/01/2021,2021,1,29,5,10, 45090   ,45282.69602,25614.9,319.62,3102.81,1681.06,41804,2001.235
29/01/2021,2021,1,29,5,11, 46267   ,46112.7777,26287.4,319.61,3272.28,1639.58,42354,1812.528
29/01/2021,2021,1,29,5,12, 44985   ,45187.93196,25484.4,312.53,3536.08,1576.23,41613,2261.2
29/01/2021,2021,1,29,5,13, 43565   ,45558.20614,24887.7,309.99,3802.81,1569.41,41558,1553.391
29/01/2021,2021,1,29,5,14, 44340   ,45690.02738,25237.2,313.57,4008.14,1585.76,41582,1158.193
29/01/2021,2021,1,29,5,15, 43633   ,44658.70391,24911.7,313.02,4199.09,1624.68,41009,905.211
29/01/2021,2021,1,29,5,16, 43085   ,43910.30628,24604.5,314.63,4379.64,1704.34,40604,64.011
29/01/2021,2021,1,29,5,17, 42706   ,43593.3847,24425.9,316.13,4572.39,1758.99,40341,-62.963
29/01/2021,2021,1,29,5,18, 42467   ,43065.72696,24475.5,316.73,4807.54,1749.36,40048,-887.161
29/01/2021,2021,1,29,5,19, 41661   ,41649.16445,23764.3,312.56,5020.66,1670.64,39037,-100.934
29/01/2021,2021,1,29,5,20, 40047   ,40229.21569,23092.3,308.32,5153.25,1580.14,37857,-352.255
29/01/2021,2021,1,29,5,21, 39213   ,39134.53924,22745.3,310,5279.45,1508.1,37126,-1214.79
29/01/2021,2021,1,29,5,22, 38521   ,38384.46938,22249.1,294.02,5413.03,1439.04,36476,-511.518
29/01/2021,2021,1,29,5,23, 37520   ,37348.78107,22936.7,274.1,5479.17,1386.04,35257,-497.784
30/01/2021,2021,1,30,6,0, 35456   ,34892.46067,22464,309,5773.59,1219.86,34315,-107.826
30/01/2021,2021,1,30,6,1, 33597   ,33056.13564,22364.6,271.02,5891.91,1138.19,32502,-58.033
30/01/2021,2021,1,30,6,2, 32070   ,31984.88591,21318.3,250,6032.11,1045.35,31359,-251.371
30/01/2021,2021,1,30,6,3, 30997   ,31006.80914,20650.3,236.99,6157.59,997.05,30444,159.098
30/01/2021,2021,1,30,6,4, 30488   ,30610.76916,20622.2,243,6229.33,1015.57,30018,-153.428
30/01/2021,2021,1,30,6,5, 30429   ,30562.24393,20665.1,236.99,6317.67,1034.61,29933,-307.976
30/01/2021,2021,1,30,6,6, 30822   ,30851.47411,22017.7,236.98,6384.05,1048.76,30194,-401.015
30/01/2021,2021,1,30,6,7, 31341   ,31595.37986,22828.3,233.45,6380.45,1100.96,31097,-405.374
30/01/2021,2021,1,30,6,8, 33467   ,33511.12775,23312.9,259.33,6341.81,1174.1,33700,-114.53
30/01/2021,2021,1,30,6,9, 36268   ,36199.35067,23617,260,6257.45,1271.27,36282,577.252
30/01/2021,2021,1,30,6,10, 37996   ,38347.50977,24033.2,268.37,6139.54,1323.41,37719,608.023
30/01/2021,2021,1,30,6,11, 39912   ,39773.04101,24883.5,300,6018.59,1261.22,38682,394.897
30/01/2021,2021,1,30,6,12, 39866   ,39998.8362,24297.7,287.01,5871.6,1213.43,38563,425.469
30/01/2021,2021,1,30,6,13, 40729   ,40406.94486,24256,310.87,5552.71,1241.91,38734,692.394
30/01/2021,2021,1,30,6,14, 40660   ,40238.61507,24167.6,311.92,4979.02,1283.89,38699,877.685
30/01/2021,2021,1,30,6,15, 39819   ,39808.37545,23890.9,313.42,4494.34,1341.16,38276,966.247
30/01/2021,2021,1,30,6,16, 39179   ,39299.05895,23578.7,313.74,4144.46,1444.67,38034,976.093
30/01/2021,2021,1,30,6,17, 38507   ,38971.80565,23703.9,316.56,3715.94,1514.54,37947,722.678
30/01/2021,2021,1,30,6,18, 38999   ,39539.30286,24478.7,322.11,3321.37,1483.53,38415,-2.182
30/01/2021,2021,1,30,6,19, 38840   ,39119.78317,24222.7,321.42,3027.88,1464.91,37888,77.062
30/01/2021,2021,1,30,6,20, 37572   ,38167.29247,23620.5,319.18,2826.33,1438.97,37074,-180.833
30/01/2021,2021,1,30,6,21, 36666   ,37348.81518,23095.4,316.95,2706.33,1377.88,36382,-316.833
30/01/2021,2021,1,30,6,22, 36156   ,36692.94339,22688.4,314.99,2639.92,1346.02,35820,-309.833
30/01/2021,2021,1,30,6,23, 34952   ,35568.0703,22721.7,312.67,2553.44,1300.14,34848,-161.952
31/01/2021,2021,1,31,7,0, 33241   ,33344.86189,20763.1,311,2403.68,1261.9,33177,-51.251
31/01/2021,2021,1,31,7,1, 31412   ,31558.86779,21273.3,311.39,2264.91,1183.67,31556,70.833
31/01/2021,2021,1,31,7,2, 29921   ,30240.32592,20512.3,270,2227.03,1114.6,30317,436.399
31/01/2021,2021,1,31,7,3, 29008   ,29323.3944,19681,259.33,2300.59,1107.54,29336,418
31/01/2021,2021,1,31,7,4, 28363   ,28857.75688,19501.8,250,2506.34,1113.04,28750,346
31/01/2021,2021,1,31,7,5, 28234   ,28639.4821,19494.7,250.01,2743.33,1137.86,28395,478.77
31/01/2021,2021,1,31,7,6, 28205   ,28676.27753,20275.3,250,2956.62,1155.87,28247,386.18
31/01/2021,2021,1,31,7,7, 28126   ,28754.06621,20412,259.32,3253.78,1177.58,27956,148.079
31/01/2021,2021,1,31,7,8, 28057   ,29225.26027,20871.4,232.98,3568.66,1209.23,28000,-523.472
31/01/2021,2021,1,31,7,9, 30021   ,31374.03847,21526.7,232.98,3765.57,1264.42,29407,-429.213
31/01/2021,2021,1,31,7,10, 32000   ,33443.41734,22152.3,249,3806.71,1318.57,31067,-408.769
31/01/2021,2021,1,31,7,11, 33489   ,34661.92218,22839.7,268.37,3793.93,1310.65,32657,-444.31
31/01/2021,2021,1,31,7,12, 34054   ,34710.3466,22965,268.37,3956.94,1273.59,33182,-488.802
31/01/2021,2021,1,31,7,13, 34516   ,34850.14093,23109.8,269.99,4256.66,1286.79,33889,-514.214
31/01/2021,2021,1,31,7,14, 34484   ,34784.56164,22946.5,269.99,4567.22,1331.3,34334,-523.894
31/01/2021,2021,1,31,7,15, 33835   ,34568.4225,22574.1,269.99,4870.73,1394.75,34384,-832.184
31/01/2021,2021,1,31,7,16, 33661   ,34704.42937,22143.8,268.9,5161.74,1454.43,34588,-847.523
31/01/2021,2021,1,31,7,17, 34021   ,35301.71653,22198.8,299.11,5512.6,1503.21,34964,-1283.163
31/01/2021,2021,1,31,7,18, 35672   ,36733.10769,23209.1,313.82,5897.29,1546.62,35880,-1169.025
31/01/2021,2021,1,31,7,19, 36090   ,36733.63514,23204.3,312.16,6246.15,1536.53,35791,-632.94
31/01/2021,2021,1,31,7,20, 35586   ,36037.88966,22982.8,310.25,6528.32,1481.12,35435,-706.721
31/01/2021,2021,1,31,7,21, 34710   ,35413.38586,22817.6,269.99,6705.19,1425.35,34994,-669.21
31/01/2021,2021,1,31,7,22, 34248   ,34936.8026,23027.3,245.99,6797.07,1384.6,34600,-158.291
31/01/2021,2021,1,31,7,23, 33259   ,33946.09963,22542.1,232.99,6846.77,1293.26,33798,426.591
01/02/2021,2021,2,1,1,0, 31801   ,32536.00304,21239.9,308.99,6886.41,1212.52,32722,-205.435
01/02/2021,2021,2,1,1,1, 30089   ,30890.99648,20722.3,240,6956.58,1167.57,31163,256.579
01/02/2021,2021,2,1,1,2, 28883   ,29678.1072,20100.8,160.57,7028.22,1121.84,29905,-13.436
01/02/2021,2021,2,1,1,3, 28078   ,28958.20547,19552.6,200,7082.57,1103.15,29109,-23.446
01/02/2021,2021,2,1,1,4, 27985   ,28833.33878,19754.4,200,7119.72,1113.1,28937,-59.254
01/02/2021,2021,2,1,1,5, 28014   ,29180.42814,20050.6,230,7138.18,1133.21,29150,-263.059
01/02/2021,2021,2,1,1,6, 28814   ,30221.30154,22552.1,233.61,7164.7,1171.3,30202,-308.88
01/02/2021,2021,2,1,1,7, 31254   ,32445.10389,24143.6,215.01,7183.59,1278.61,32455,-214.328
01/02/2021,2021,2,1,1,8, 36782   ,37679.75153,24801.4,270,7164.13,1419.2,38081,201.859
01/02/2021,2021,2,1,1,9, 40686   ,41578.03278,25529,312.34,7118.82,1540.03,42050,599.306
01/02/2021,2021,2,1,1,10, 42417   ,43080.8264,26002.2,314.79,7074.09,1592.73,43609,266.31
01/02/2021,2021,2,1,1,11, 43695   ,43621.98743,26003.6,313.58,7043.04,1542.93,44434,350.343
01/02/2021,2021,2,1,1,12, 42431   ,43043.52825,25356.2,270,7020.51,1468.87,43986,-53.189
01/02/2021,2021,2,1,1,13, 42505   ,42978.24455,25577.6,310.85,7000.23,1458.2,44043,-511.809
01/02/2021,2021,2,1,1,14, 42286   ,42774.87619,25597,314.68,6965.27,1469.3,44309,-459.366
01/02/2021,2021,2,1,1,15, 41398   ,42315.1001,25298.8,315.77,6901.74,1500.93,43910,-682.026
01/02/2021,2021,2,1,1,16, 40832   ,42172.89688,25110.7,317.46,6817.96,1585.64,43577,-1032.668
01/02/2021,2021,2,1,1,17, 40573   ,42182.1801,25144,320.24,6743.86,1648.67,43142,-650.796
01/02/2021,2021,2,1,1,18, 40488   ,42494.09201,25018,318.26,6703.63,1654.48,42703,-42.533
01/02/2021,2021,2,1,1,19, 39594   ,41680.62713,24373.8,312.79,6695.49,1596.14,42024,42.333
01/02/2021,2021,2,1,1,20, 38297   ,40532.45755,23641.9,310,6699.74,1505.63,40630,71.76
01/02/2021,2021,2,1,1,21, 37451   ,39570.03953,23121.1,270,6695.05,1435.02,39682,0
01/02/2021,2021,2,1,1,22, 36881   ,38657.60501,23352.8,270,6672.88,1373.77,38846,808.7
01/02/2021,2021,2,1,1,23, 35538   ,37488.08838,22574.5,268.36,6631.21,1315.53,37626,830.881
02/02/2021,2021,2,2,2,0, 33837   ,34546.50578,23907.4,299.99,6922.61,1350.83,36017,425.792
02/02/2021,2021,2,2,2,1, 32150   ,32870.43892,22085.8,232.99,6853.61,1276.46,33972,-84.333
02/02/2021,2021,2,2,2,2, 30651   ,31396.36878,21455.7,232.98,6706.02,1220.77,32272,-80.92
02/02/2021,2021,2,2,2,3, 29943   ,30586.81865,21063.8,232.98,6455.69,1196.27,31147,0
02/02/2021,2021,2,2,2,4, 29729   ,30226.35041,21280.1,232.99,6222.69,1203.61,30811,0
02/02/2021,2021,2,2,2,5, 29846   ,30530.35777,21557.6,254.12,6052,1222.22,30932,266.492
02/02/2021,2021,2,2,2,6, 30737   ,31337.34424,23786.6,250,5939.24,1251.88,31739,175.461
02/02/2021,2021,2,2,2,7, 32363   ,32982.87553,24824.7,250.01,5776.04,1342.49,33284,402.932
02/02/2021,2021,2,2,2,8, 36706   ,36913.69412,25453.3,313.74,5518.79,1478.28,37163,100.543
02/02/2021,2021,2,2,2,9, 40087   ,40121.26958,25202.5,313.72,5277.55,1591.55,40323,-38.771
02/02/2021,2021,2,2,2,10, 41736   ,41085.32311,25609.6,313.43,5055.08,1641.32,41430,-237.65
02/02/2021,2021,2,2,2,11, 42414   ,41195.18796,25547.6,310.79,4967.57,1616.94,42170,-323.605
02/02/2021,2021,2,2,2,12, 40960   ,40422.24334,24887.9,281.02,4987.07,1562.44,41825,-775.555
02/02/2021,2021,2,2,2,13, 41156   ,40473.62586,24928.6,299.98,4897.52,1555.03,41592,-670.025
02/02/2021,2021,2,2,2,14, 41374   ,40561.39173,25213.8,311.52,4651.23,1563.91,41596,-1087.885
02/02/2021,2021,2,2,2,15, 40538   ,40259.49967,25079.1,314.12,4318.4,1587.92,40974,-952.71
02/02/2021,2021,2,2,2,16, 40278   ,40283.33136,24912.9,318.84,3885.64,1665.54,40471,-1461.194
02/02/2021,2021,2,2,2,17, 40014   ,40494.99554,24948.4,322.88,3572.66,1723.92,40163,-707.716
02/02/2021,2021,2,2,2,18, 40031   ,41241.39151,24891.1,324.45,3415.02,1720.89,40286,-859.733
02/02/2021,2021,2,2,2,19, 39466   ,40593.20862,24249.8,320.39,3307.22,1651.21,39728,-855.131
02/02/2021,2021,2,2,2,20, 38179   ,39406.79494,23498.7,316.56,3201.29,1559.87,38564,-693.482
02/02/2021,2021,2,2,2,21, 37391   ,38345.01658,23037.5,314.64,3081.98,1488.71,37797,-786.753
02/02/2021,2021,2,2,2,22, 36800   ,37501.21279,22522.3,311.23,3000.99,1427.63,37114,-753.459
02/02/2021,2021,2,2,2,23, 35468   ,36348.89521,22485.9,299.98,2880.97,1369.52,36026,-736.557
03/02/2021,2021,2,3,3,0, 33958   ,33936.01722,21785.1,308.99,2815.44,1346.91,33974,-990.17
03/02/2021,2021,2,3,3,1, 32004   ,32270.4652,20923,268.54,2626.59,1273.48,31955,-1036.913
03/02/2021,2021,2,3,3,2, 30838   ,30966.74357,20179.5,250.03,2385.8,1220.97,30525,-431.533
03/02/2021,2021,2,3,3,3, 29928   ,30071.77058,19818.8,239.98,2093.98,1194.9,29566,-323
03/02/2021,2021,2,3,3,4, 29572   ,29887.7656,19974.3,254.12,1818.46,1199.91,29215,-401.5
03/02/2021,2021,2,3,3,5, 29863   ,29828.87179,20438,268.53,1646.51,1219.98,29303,-572.558
03/02/2021,2021,2,3,3,6, 30794   ,30544.74319,22570.2,311.01,1545.67,1251.12,29900,-390.695
03/02/2021,2021,2,3,3,7, 32461   ,32417.7089,23951.9,311.7,1427.8,1348.68,31448,-399.615
03/02/2021,2021,2,3,3,8, 36611   ,36656.73874,25267.3,322.27,1335.52,1486.23,35422,-711.263
03/02/2021,2021,2,3,3,9, 39986   ,40022.94377,24432,324.08,1275.62,1607.29,38917,-254.143
03/02/2021,2021,2,3,3,10, 41116   ,41252.83195,24765.6,321.9,1168.13,1668.95,40691,-370.185
03/02/2021,2021,2,3,3,11, 41251   ,41898.63132,25054,318.45,1053.83,1640.94,41473,-386.414
03/02/2021,2021,2,3,3,12, 39651   ,40339.33688,24301.9,311.91,985.41,1579.27,40991,-1131.818
03/02/2021,2021,2,3,3,13, 39925   ,40194.61862,24273.2,312.37,956.54,1559.92,41238,-1394.51
03/02/2021,2021,2,3,3,14, 40207   ,40070.27175,24630.1,315.26,972.28,1543.37,41388,-1466.512
03/02/2021,2021,2,3,3,15, 39439   ,39653.74086,24346.6,316.16,979.68,1546.06,40893,-1254.728
03/02/2021,2021,2,3,3,16, 39241   ,39495.90365,24218.5,319.66,985.17,1617.43,40417,-1482.965
03/02/2021,2021,2,3,3,17, 39180   ,39652.81855,24192.1,323.3,996.02,1680.03,39934,-1512.649
03/02/2021,2021,2,3,3,18, 39630   ,40000.58852,24025.9,326.33,1021.25,1685.96,39716,-1284.436
03/02/2021,2021,2,3,3,19, 39382   ,39130.56598,23515.6,323.69,1048.33,1619.35,39272,-895.753
03/02/2021,2021,2,3,3,20, 38147   ,37860.03947,22625.4,318.93,1072.16,1527.93,38098,-590.431
03/02/2021,2021,2,3,3,21, 37391   ,37036.11122,22106.2,315.49,1092.15,1462.31,37222,-529.547
03/02/2021,2021,2,3,3,22, 36711   ,36385.55136,21680.3,312.84,1106.73,1407.13,36503,-639.079
03/02/2021,2021,2,3,3,23, 35379   ,35086.3344,21667,272.97,1143.22,1350.67,35421,-638.793
04/02/2021,2021,2,4,4,0, 33647   ,33038.28348,20776.30,309,1227.06,1297.36,33864,-513.364
04/02/2021,2021,2,4,4,1, 31847   ,31612.78255,20813.80,311.05,1284.15,1222.78,32033,-510.681
04/02/2021,2021,2,4,4,2, 30671   ,30163.3082,20125.00,260,1355.76,1172.78,30803,-583.938
04/02/2021,2021,2,4,4,3, 29957   ,29512.99171,19832.90,236.01,1435.48,1149.31,29940,-713.8
04/02/2021,2021,2,4,4,4, 29566   ,29295.39304,20096.90,232.93,1534.96,1156.31,29707,-946.18
04/02/2021,2021,2,4,4,5, 29870   ,29420.74359,20485.20,236.01,1619.21,1178.59,29798,-1053.63
04/02/2021,2021,2,4,4,6, 30711   ,30309.98318,22415.90,279.24,1685.58,1211.9,30432,-1503.179
04/02/2021,2021,2,4,4,7, 32297   ,31798.77414,22811.50,309.99,1741.41,1298.94,32386,-1577.429
04/02/2021,2021,2,4,4,8, 36806   ,35893.8552,24711.80,318.47,1818,1419.36,36923,-1194.217
04/02/2021,2021,2,4,4,9, 39647   ,39162.97146,24256.30,317.99,1846.44,1530.01,40239,-1011.275
04/02/2021,2021,2,4,4,10, 40812   ,39793.08073,24697.80,316.79,1777.2,1574.25,41557,-1020.702
04/02/2021,2021,2,4,4,11, 41360   ,39558.3591,24983.10,314.58,1738.34,1522.05,42268,-1398.14
04/02/2021,2021,2,4,4,12, 39704   ,38372.56054,24339.30,281.03,1767.47,1442.75,41721,-1446.879
04/02/2021,2021,2,4,4,13, 39064   ,38221.99605,24352.30,290.01,1821.78,1424.18,41861,-1462.395
04/02/2021,2021,2,4,4,14, 39988   ,38322.77341,24371.20,310.91,1865.81,1425.14,41866,-1421.585
04/02/2021,2021,2,4,4,15, 39290   ,38372.91129,24114.30,311.61,1846.04,1445.49,41343,-1312.587
04/02/2021,2021,2,4,4,16, 38959   ,38701.82538,24081.40,315,1763.23,1528.21,40921,-1676.444
04/02/2021,2021,2,4,4,17, 39063   ,38793.97499,24036.80,321.26,1733.44,1608.45,40500,-1882.782
04/02/2021,2021,2,4,4,18, 39253   ,39244.18833,24087.70,323.93,1798.6,1641.37,40221,-1543.912
04/02/2021,2021,2,4,4,19, 39295   ,38886.00637,23414.00,320.94,1797.51,1592.14,39595,-1101.331
04/02/2021,2021,2,4,4,20, 38094   ,37842.11005,22639.60,319.25,1725.63,1508.14,38339,-725.772
04/02/2021,2021,2,4,4,21, 37259   ,37059.43297,22259.20,316.54,1621.8,1442.85,37486,-738.606
04/02/2021,2021,2,4,4,22, 36680   ,36375.02337,21683.50,314.16,1501.28,1385.82,36826,-672.78
04/02/2021,2021,2,4,4,23, 35565   ,35202.78981,21795.20,311.81,1431.88,1333.74,35676,-455.043
05/02/2021,2021,2,5,5,0, 33383   ,32628.58038,21812.7,308.99,1496.92,1466.31,33418,0.328
05/02/2021,2021,2,5,5,1, 31779   ,31044.49822,20833.7,270,1463.58,1386.87,31430,-77.557
05/02/2021,2021,2,5,5,2, 30620   ,30023.72727,20045.5,259.3,1432.53,1337.88,30097,187.684
05/02/2021,2021,2,5,5,3, 29866   ,29220.17888,19843,247.99,1415.35,1305.39,29228,131.526
05/02/2021,2021,2,5,5,4, 29577   ,28874.75396,19884.5,237.99,1403.62,1302.04,29005,-211.168
05/02/2021,2021,2,5,5,5, 29825   ,29166.18548,20272,237.99,1392.64,1324.8,29081,-239.893
05/02/2021,2021,2,5,5,6, 30534   ,29964.10844,22276.7,259.99,1404.57,1357.76,29713,-331.548
05/02/2021,2021,2,5,5,7, 32124   ,31293.57904,23234.3,289.99,1421.09,1445.14,31556,-453.4
05/02/2021,2021,2,5,5,8, 36495   ,35018.44324,25047.4,316.77,1391.72,1569.7,36366,-7.421
05/02/2021,2021,2,5,5,9, 39568   ,38638.85324,25952,320.01,1291.71,1668.18,39949,0
05/02/2021,2021,2,5,5,10, 40905   ,39237.02563,26279.9,319.34,1131.34,1697.93,41231,140.041
05/02/2021,2021,2,5,5,11, 41457   ,38778.84251,26426.6,315.75,1017.38,1655.27,41911,231.528
05/02/2021,2021,2,5,5,12, 39946   ,37274.69349,25587.4,300,952.72,1579.63,41295,291.88
05/02/2021,2021,2,5,5,13, 38551   ,36527.61318,25042.9,255.01,891.14,1551.28,41060,-491.994
05/02/2021,2021,2,5,5,14, 39210   ,36794.88477,25522.5,311.35,869.04,1550.7,41219,-220.341
05/02/2021,2021,2,5,5,15, 38429   ,36946.00426,25385.3,313.12,885.98,1574.48,40702,-96.517
