Date,Y,m,d,d-T,h,Demand,Demand Forecast,SPOT Market Volume,Market Clearing Price,Wind Forecast,RoR Forecast,Yuk Tahmin Planı (MWh),Net Order
01/01/2021,2021,1,1,5,0, 29489   , 32764   , 21269   , 263.99   , 5257   , 418   ,28125,347.468
01/01/2021,2021,1,1,5,1, 28067   , 31329   , 20661   , 236.99   , 5110   , 410   ,26548,725.219
01/01/2021,2021,1,1,5,2, 26527   , 30124   , 19317   , 216.70   , 4960   , 360   ,25288,799.001
01/01/2021,2021,1,1,5,3, 25327   , 28891   , 18445   , 218.07   , 4829   , 329   ,24312,495.103
01/01/2021,2021,1,1,5,4, 24720   , 28090   , 18148   , 208.99   , 4627   , 312   ,23730,484.364
01/01/2021,2021,1,1,5,5, 24628   , 28312   , 18086   , 209.00   , 4398   , 299   ,23536,0
01/01/2021,2021,1,1,5,6, 24690   , 28382   , 19026   , 236.98   , 4148   , 312   ,23774,0
01/01/2021,2021,1,1,5,7, 24984   , 29344   , 19374   , 225.00   , 4027   , 350   ,24112,410.867
01/01/2021,2021,1,1,5,8, 25185   , 31352   , 19827   , 236.98   , 3960   , 406   ,24197,-258.067
01/01/2021,2021,1,1,5,9, 26637   , 32849   , 20039   , 216.51   , 3763   , 450   ,25402,-997.469
01/01/2021,2021,1,1,5,10, 28173   , 33979   , 20858   , 236.99   , 3528   , 505   ,26788,-1227.211
01/01/2021,2021,1,1,5,11, 30048   , 34577   , 21492   , 220.57   , 3362   , 527   ,28061,-97.243
01/01/2021,2021,1,1,5,12, 30320   , 33682   , 21195   , 218.18   , 3259   , 489   ,28701,338.201
01/01/2021,2021,1,1,5,13, 30763   , 33207   , 20689   , 236.98   , 3060   , 478   ,29224,688.53
01/01/2021,2021,1,1,5,14, 30832   , 34368   , 20551   , 236.98   , 2810   , 495   ,29614,584.852
01/01/2021,2021,1,1,5,15, 30790   , 35061   , 20556   , 218.32   , 2454   , 557   ,30314,539.647
01/01/2021,2021,1,1,5,16, 31066   , 35833   , 20073   , 284.99   , 2042   , 610   ,31318,797.45
01/01/2021,2021,1,1,5,17, 31996   , 37077   , 20916   , 317.37   , 1804   , 652   ,33215,555.168
01/01/2021,2021,1,1,5,18, 33424   , 37746   , 21783   , 323.06   , 1676   , 672   ,34668,555.016
01/01/2021,2021,1,1,5,19, 33097   , 37232   , 21287   , 320.52   , 1592   , 649   ,34357,779.513
01/01/2021,2021,1,1,5,20, 32281   , 36038   , 20927   , 319.17   , 1520   , 605   ,33547,669.316
01/01/2021,2021,1,1,5,21, 31570   , 35003   , 20569   , 315.97   , 1426   , 555   ,33005,688.629
01/01/2021,2021,1,1,5,22, 31105   , 35034   , 20095   , 313.56   , 1350   , 498   ,32081,837.834
01/01/2021,2021,1,1,5,23, 30253   , 33771   , 19960   , 310.78   , 1242   , 513   ,30794,805.551
02/01/2021,2021,1,2,6,0, 28921   , 33143   , 21084   , 310.00   , 1112   , 631   ,30516,-825.763
02/01/2021,2021,1,2,6,1, 27556   , 31716   , 21306   , 300.00   , 1034   , 634   ,28893,-591.501
02/01/2021,2021,1,2,6,2, 26417   , 30463   , 20478   , 256.33   , 961   , 526   ,27606,-572
02/01/2021,2021,1,2,6,3, 25766   , 29611   , 19978   , 248.02   , 886   , 469   ,26716,-586
02/01/2021,2021,1,2,6,4, 25309   , 29244   , 19851   , 236.99   , 820   , 480   ,26208,-861.11
02/01/2021,2021,1,2,6,5, 25331   , 29269   , 19949   , 248.02   , 773   , 506   ,26179,-819.26
02/01/2021,2021,1,2,6,6, 25561   , 29690   , 21283   , 259.00   , 773   , 519   ,26328,-834
02/01/2021,2021,1,2,6,7, 26158   , 30544   , 22515   , 269.99   , 820   , 555   ,27406,-1094
02/01/2021,2021,1,2,6,8, 27390   , 32098   , 22874   , 285.00   , 869   , 650   ,29709,-1702.771
02/01/2021,2021,1,2,6,9, 29544   , 33567   , 23732   , 284.99   , 871   , 738   ,32954,-1827.43
02/01/2021,2021,1,2,6,10, 31028   , 34324   , 24687   , 278.41   , 814   , 796   ,32976,-1948.838
02/01/2021,2021,1,2,6,11, 32441   , 34234   , 24923   , 269.99   , 719   , 768   ,32945,-2084.686
02/01/2021,2021,1,2,6,12, 32365   , 32932   , 24536   , 263.00   , 671   , 703   ,31463,-1955.884
02/01/2021,2021,1,2,6,13, 32752   , 32973   , 24465   , 297.62   , 698   , 669   ,31803,-1502.504
02/01/2021,2021,1,2,6,14, 32911   , 33490   , 23532   , 311.95   , 734   , 667   ,32959,-975.721
02/01/2021,2021,1,2,6,15, 32422   , 33719   , 22200   , 315.26   , 736   , 750   ,33529,-1119.24
02/01/2021,2021,1,2,6,16, 32577   , 34908   , 22137   , 319.54   , 729   , 850   ,34560,-1027.711
02/01/2021,2021,1,2,6,17, 33402   , 37123   , 22866   , 329.20   , 762   , 885   ,36123,-1306.286
02/01/2021,2021,1,2,6,18, 35058   , 37917   , 23570   , 334.03   , 831   , 888   ,36645,-1188.478
02/01/2021,2021,1,2,6,19, 34509   , 37139   , 22976   , 330.00   , 890   , 870   ,35775,-963.693
02/01/2021,2021,1,2,6,20, 33498   , 36097   , 22473   , 325.17   , 955   , 793   ,34744,-969.501
02/01/2021,2021,1,2,6,21, 32692   , 35472   , 21947   , 320.95   , 1030   , 703   ,33806,-944.982
02/01/2021,2021,1,2,6,22, 32193   , 34825   , 21303   , 317.29   , 1104   , 642   ,33005,-435.093
02/01/2021,2021,1,2,6,23, 30845   , 33596   , 20953   , 311.88   , 1182   , 578   ,31766,-452.763
03/01/2021,2021,1,3,7,0, 29644   , 31908   , 21305   , 310.96   , 1176   , 923   ,31413,-480.203
03/01/2021,2021,1,3,7,1, 28014   , 30415   , 21648   , 312.06   , 1232   , 901   ,30732,-328.083
03/01/2021,2021,1,3,7,2, 26909   , 29056   , 20429   , 310.10   , 1303   , 830   ,29331,-258.33
03/01/2021,2021,1,3,7,3, 26128   , 28109   , 19824   , 269.99   , 1393   , 801   ,28362,-338.027
03/01/2021,2021,1,3,7,4, 25777   , 27597   , 19738   , 248.02   , 1492   , 810   ,28095,-335
03/01/2021,2021,1,3,7,5, 25666   , 27425   , 19615   , 236.99   , 1542   , 835   ,27924,-445.116
03/01/2021,2021,1,3,7,6, 25903   , 27544   , 20563   , 237.99   , 1599   , 861   ,28047,-529.926
03/01/2021,2021,1,3,7,7, 26076   , 27752   , 20749   , 246.32   , 1711   , 886   ,27993,-523.347
03/01/2021,2021,1,3,7,8, 26327   , 27517   , 21153   , 264.58   , 1846   , 912   ,27340,-254
03/01/2021,2021,1,3,7,9, 27459   , 27124   , 21782   , 247.76   , 1945   , 921   ,27414,-705.383
03/01/2021,2021,1,3,7,10, 29269   , 27457   , 22642   , 267.42   , 1977   , 956   ,28221,-773.578
03/01/2021,2021,1,3,7,11, 30910   , 27698   , 23295   , 269.98   , 2000   , 966   ,28862,-528.889
03/01/2021,2021,1,3,7,12, 31242   , 27129   , 23645   , 283.48   , 1965   , 929   ,29021,-440.355
03/01/2021,2021,1,3,7,13, 31883   , 27545   , 23620   , 269.99   , 1899   , 902   ,29710,-271.947
03/01/2021,2021,1,3,7,14, 31944   , 28372   , 23095   , 260.00   , 1881   , 906   ,30539,380.193
03/01/2021,2021,1,3,7,15, 31781   , 29175   , 22670   , 308.32   , 1844   , 949   ,31400,327.041
03/01/2021,2021,1,3,7,16, 31917   , 31058   , 22499   , 313.46   , 1825   , 1015   ,32731,305.43
03/01/2021,2021,1,3,7,17, 33169   , 34092   , 22913   , 324.37   , 1857   , 1096   ,34905,199.037
03/01/2021,2021,1,3,7,18, 34866   , 35436   , 24200   , 333.10   , 1906   , 1126   ,36313,259.043
03/01/2021,2021,1,3,7,19, 34568   , 34934   , 24062   , 331.01   , 1933   , 1100   ,35787,496.018
03/01/2021,2021,1,3,7,20, 33846   , 34088   , 23903   , 328.43   , 1912   , 1049   ,35045,994.896
03/01/2021,2021,1,3,7,21, 33127   , 33680   , 23543   , 325.01   , 1915   , 1000   ,34289,1162.21
03/01/2021,2021,1,3,7,22, 32579   , 33275   , 22831   , 321.72   , 1926   , 951   ,33564,1289.406
03/01/2021,2021,1,3,7,23, 31555   , 32165   , 22139   , 315.87   , 1907   , 872   ,32560,1302.051
04/01/2021,2021,1,4,1,0, 30082   , 30627   , 21430   , 300.00   , 1365   , 840   ,31293,1084.01
04/01/2021,2021,1,4,1,1, 28726   , 29390   , 21712   , 269.98   , 1297   , 829   ,29609,771.789
04/01/2021,2021,1,4,1,2, 27621   , 28248   , 20651   , 256.33   , 1286   , 810   ,28619,798.928
04/01/2021,2021,1,4,1,3, 26841   , 27515   , 20162   , 248.03   , 1324   , 805   ,27856,1110.442
04/01/2021,2021,1,4,1,4, 26790   , 27334   , 19982   , 236.98   , 1423   , 797   ,27676,778.257
04/01/2021,2021,1,4,1,5, 27240   , 27641   , 20152   , 236.98   , 1596   , 817   ,27908,599.555
04/01/2021,2021,1,4,1,6, 28084   , 28629   , 22240   , 269.98   , 1770   , 857   ,28878,759.123
04/01/2021,2021,1,4,1,7, 30545   , 30806   , 23722   , 311.52   , 1904   , 952   ,31240,313.217
04/01/2021,2021,1,4,1,8, 35655   , 34556   , 24850   , 320.23   , 2039   , 1103   ,35772,127.926
04/01/2021,2021,1,4,1,9, 39582   , 36227   , 25766   , 323.77   , 2169   , 1197   ,38496,786.117
04/01/2021,2021,1,4,1,10, 40907   , 36297   , 26787   , 321.89   , 2194   , 1216   ,39409,528.685
04/01/2021,2021,1,4,1,11, 41460   , 35985   , 27134   , 318.21   , 2132   , 1172   ,39995,326.995
04/01/2021,2021,1,4,1,12, 40097   , 34907   , 26466   , 299.99   , 2195   , 1118   ,38787,109.79
04/01/2021,2021,1,4,1,13, 40575   , 35039   , 26612   , 311.08   , 2437   , 1114   ,39423,-288.582
04/01/2021,2021,1,4,1,14, 41083   , 35742   , 26858   , 315.01   , 2737   , 1135   ,40176,-247.133
04/01/2021,2021,1,4,1,15, 39993   , 36538   , 26546   , 315.76   , 2987   , 1218   ,40219,-186.141
04/01/2021,2021,1,4,1,16, 40136   , 37967   , 26180   , 320.26   , 3234   , 1318   ,40652,-758.733
04/01/2021,2021,1,4,1,17, 40610   , 39820   , 26643   , 327.10   , 3547   , 1356   ,41752,-1051.329
04/01/2021,2021,1,4,1,18, 40541   , 39949   , 26226   , 323.42   , 3836   , 1344   ,41397,-888.642
04/01/2021,2021,1,4,1,19, 39435   , 38693   , 25046   , 315.38   , 4077   , 1319   ,39964,-984.555
04/01/2021,2021,1,4,1,20, 38097   , 37419   , 24527   , 317.12   , 4347   , 1270   ,38673,-1074.903
04/01/2021,2021,1,4,1,21, 37213   , 36481   , 23989   , 311.50   , 4698   , 1193   ,37876,-1057.539
04/01/2021,2021,1,4,1,22, 36570   , 35577   , 23349   , 269.99   , 5085   , 1125   ,37068,-1193.051
04/01/2021,2021,1,4,1,23, 35276   , 34331   , 23363   , 256.32   , 5495   , 1033   ,35640,-1605.926
05/01/2021,2021,1,5,2,0, 33466   , 32065   , 23269   , 299.99   , 6526   , 751   ,31258,649.916
05/01/2021,2021,1,5,2,1, 31759   , 30689   , 22594   , 236.99   , 6585   , 716   ,29519,770.025
05/01/2021,2021,1,5,2,2, 30504   , 29512   , 21637   , 236.99   , 6428   , 660   ,28325,1232.886
05/01/2021,2021,1,5,2,3, 29711   , 28719   , 21130   , 236.99   , 6151   , 631   ,27486,1050.576
05/01/2021,2021,1,5,2,4, 29417   , 28557   , 20955   , 236.98   , 5864   , 621   ,27273,768.44
05/01/2021,2021,1,5,2,5, 29745   , 28894   , 21133   , 236.99   , 5686   , 638   ,27519,717.667
05/01/2021,2021,1,5,2,6, 30331   , 29872   , 22878   , 238.02   , 5542   , 669   ,28344,632.387
05/01/2021,2021,1,5,2,7, 32124   , 32054   , 24264   , 269.25   , 5346   , 749   ,30333,556.805
05/01/2021,2021,1,5,2,8, 36312   , 36016   , 24674   , 312.98   , 5127   , 881   ,33160,658.746
05/01/2021,2021,1,5,2,9, 39943   , 37804   , 25362   , 315.00   , 4857   , 968   ,34749,734.08
05/01/2021,2021,1,5,2,10, 41426   , 37673   , 25931   , 313.96   , 4543   , 1001   ,35403,715.28
05/01/2021,2021,1,5,2,11, 41984   , 37112   , 26286   , 310.53   , 4464   , 977   ,35999,942.561
05/01/2021,2021,1,5,2,12, 40812   , 36054   , 25510   , 268.01   , 4458   , 935   ,35285,518.176
05/01/2021,2021,1,5,2,13, 41141   , 35941   , 25610   , 283.49   , 4254   , 935   ,35875,-273.496
05/01/2021,2021,1,5,2,14, 41445   , 36416   , 25769   , 312.37   , 4007   , 952   ,36546,630.339
05/01/2021,2021,1,5,2,15, 40732   , 37134   , 25559   , 314.99   , 3699   , 1026   ,36828,637.271
05/01/2021,2021,1,5,2,16, 40452   , 38467   , 25550   , 319.06   , 3294   , 1112   ,37687,-207.814
05/01/2021,2021,1,5,2,17, 40883   , 40093   , 26012   , 324.72   , 3056   , 1131   ,38920,-472.755
05/01/2021,2021,1,5,2,18, 40952   , 40003   , 25764   , 324.07   , 3062   , 1101   ,39325,-581.297
05/01/2021,2021,1,5,2,19, 39756   , 38716   , 24542   , 318.24   , 3126   , 1077   ,38612,-722.609
05/01/2021,2021,1,5,2,20, 38355   , 37441   , 23854   , 315.00   , 3189   , 1029   ,37744,-730.628
05/01/2021,2021,1,5,2,21, 37537   , 36513   , 23383   , 313.53   , 3216   , 952   ,36963,-811.043
05/01/2021,2021,1,5,2,22, 36987   , 35597   , 22825   , 300.57   , 3169   , 889   ,36231,-159.539
05/01/2021,2021,1,5,2,23, 35527   , 34426   , 22129   , 275.00   , 3062   , 804   ,34947,-27.083
06/01/2021,2021,1,6,3,0, 33559   , 31684   , 22221   , 300.00   , 2552   , 687   ,33216,314.964
06/01/2021,2021,1,6,3,1, 31849   , 30295   , 22683   , 310.39   , 2469   , 659   ,31501,540.116
06/01/2021,2021,1,6,3,2, 30785   , 29139   , 22208   , 269.98   , 2434   , 609   ,30293,542.581
06/01/2021,2021,1,6,3,3, 30037   , 28296   , 21688   , 256.32   , 2417   , 582   ,29580,929.161
06/01/2021,2021,1,6,3,4, 29858   , 28193   , 21694   , 247.02   , 2365   , 572   ,29390,965.705
06/01/2021,2021,1,6,3,5, 30200   , 28644   , 21763   , 256.33   , 2292   , 591   ,29441,682.576
06/01/2021,2021,1,6,3,6, 30887   , 29512   , 23347   , 269.98   , 2263   , 621   ,30067,423.043
06/01/2021,2021,1,6,3,7, 32679   , 31905   , 24831   , 312.02   , 2284   , 696   ,31732,826.545
06/01/2021,2021,1,6,3,8, 37208   , 36496   , 25401   , 319.51   , 2318   , 828   ,35115,732.702
06/01/2021,2021,1,6,3,9, 40845   , 39293   , 25796   , 321.59   , 2348   , 920   ,36866,1038.004
06/01/2021,2021,1,6,3,10, 42270   , 39121   , 26572   , 319.67   , 2275   , 958   ,37047,866.145
06/01/2021,2021,1,6,3,11, 42914   , 38376   , 26383   , 318.32   , 2194   , 943   ,36890,899.519
06/01/2021,2021,1,6,3,12, 41391   , 36650   , 25448   , 310.29   , 2233   , 903   ,35275,1038.221
06/01/2021,2021,1,6,3,13, 41617   , 36932   , 25451   , 311.99   , 2282   , 898   ,35697,1117.53
06/01/2021,2021,1,6,3,14, 41686   , 37835   , 25644   , 316.04   , 2260   , 910   ,36521,937.366
06/01/2021,2021,1,6,3,15, 40939   , 37858   , 25406   , 318.09   , 2162   , 971   ,36634,605.475
06/01/2021,2021,1,6,3,16, 40752   , 39283   , 25208   , 318.78   , 2105   , 1056   ,37845,354.459
06/01/2021,2021,1,6,3,17, 41031   , 40865   , 25752   , 323.87   , 2227   , 1089   ,39594,455.48
06/01/2021,2021,1,6,3,18, 41217   , 40620   , 25543   , 323.18   , 2467   , 1075   ,40094,-0.656
06/01/2021,2021,1,6,3,19, 40218   , 39369   , 24606   , 318.33   , 2687   , 1056   ,39164,-246.6
06/01/2021,2021,1,6,3,20, 38769   , 37893   , 24032   , 315.65   , 2841   , 1001   ,37968,-339.149
06/01/2021,2021,1,6,3,21, 38156   , 36867   , 23416   , 314.83   , 2910   , 916   ,37025,-719.167
06/01/2021,2021,1,6,3,22, 37436   , 36045   , 22599   , 310.20   , 2925   , 849   ,36246,-517.062
06/01/2021,2021,1,6,3,23, 36071   , 34803   , 21892   , 269.98   , 2988   , 763   ,34943,-435.15
07/01/2021,2021,1,7,4,0, 34098   , 33746   , 22190   , 300.00   , 3049   , 619   ,34389,-228.334
07/01/2021,2021,1,7,4,1, 32308   , 32225   , 22604   , 309.99   , 3211   , 583   ,32612,-81.059
07/01/2021,2021,1,7,4,2, 31151   , 30915   , 21951   , 269.24   , 3318   , 540   ,31138,-411.299
07/01/2021,2021,1,7,4,3, 30336   , 30035   , 21230   , 264.99   , 3429   , 520   ,30249,-400.93
07/01/2021,2021,1,7,4,4, 30240   , 29676   , 21127   , 247.03   , 3640   , 509   ,29911,-393.006
07/01/2021,2021,1,7,4,5, 30286   , 30029   , 21402   , 247.03   , 3884   , 525   ,30028,-363.9
07/01/2021,2021,1,7,4,6, 31161   , 30689   , 23132   , 256.32   , 4044   , 559   ,30608,-493.813
07/01/2021,2021,1,7,4,7, 32892   , 32545   , 24613   , 269.24   , 4211   , 634   ,32483,-858.16
07/01/2021,2021,1,7,4,8, 37276   , 36474   , 24964   , 315.94   , 4643   , 762   ,37184,-124.746
07/01/2021,2021,1,7,4,9, 40691   , 40037   , 25679   , 318.03   , 4728   , 847   ,40553,331.698
07/01/2021,2021,1,7,4,10, 41973   , 41008   , 26353   , 317.60   , 4663   , 875   ,41563,-182.667
07/01/2021,2021,1,7,4,11, 42487   , 40988   , 26499   , 313.97   , 4579   , 850   ,41937,-112
07/01/2021,2021,1,7,4,12, 41132   , 39586   , 25495   , 269.24   , 4619   , 801   ,41096,-617.238
07/01/2021,2021,1,7,4,13, 41510   , 39547   , 25579   , 274.41   , 4677   , 788   ,41283,-679.184
07/01/2021,2021,1,7,4,14, 41825   , 39494   , 25680   , 310.39   , 4675   , 804   ,41488,-91.59
07/01/2021,2021,1,7,4,15, 41041   , 38836   , 25436   , 313.40   , 4623   , 869   ,40745,-120.814
07/01/2021,2021,1,7,4,16, 40997   , 39372   , 25169   , 313.69   , 4471   , 957   ,40433,251.167
07/01/2021,2021,1,7,4,17, 41360   , 40545   , 25708   , 320.09   , 4297   , 1000   ,40541,414.963
07/01/2021,2021,1,7,4,18, 41508   , 40603   , 25626   , 321.01   , 4227   , 990   ,40483,548.095
07/01/2021,2021,1,7,4,19, 40249   , 39371   , 24546   , 316.33   , 4213   , 973   ,39202,627.708
07/01/2021,2021,1,7,4,20, 38970   , 37952   , 23980   , 316.22   , 4217   , 922   ,37719,431.622
07/01/2021,2021,1,7,4,21, 38017   , 37000   , 23485   , 313.20   , 4185   , 841   ,36596,540.917
07/01/2021,2021,1,7,4,22, 37439   , 36294   , 22803   , 310.26   , 4117   , 772   ,35738,600.807
07/01/2021,2021,1,7,4,23, 36242   , 34923   , 22047   , 269.24   , 4114   , 684   ,34492,298.24
08/01/2021,2021,1,8,5,0, 34126   , 33494   , 23099   , 308.99   , 4212   , 634   ,34706,88.667
08/01/2021,2021,1,8,5,1, 32352   , 31882   , 22576   , 256.33   , 4311   , 599   ,32729,-122.383
08/01/2021,2021,1,8,5,2, 31141   , 30592   , 21790   , 258.48   , 4428   , 549   ,31053,16.667
08/01/2021,2021,1,8,5,3, 30303   , 29881   , 21245   , 243.99   , 4601   , 530   ,30017,0
08/01/2021,2021,1,8,5,4, 30076   , 29528   , 20960   , 233.99   , 4750   , 517   ,29594,0
08/01/2021,2021,1,8,5,5, 30348   , 29918   , 21132   , 235.98   , 4884   , 529   ,29661,0
08/01/2021,2021,1,8,5,6, 31102   , 30376   , 23039   , 235.99   , 5000   , 560   ,30148,-122.089
08/01/2021,2021,1,8,5,7, 32975   , 32188   , 24350   , 256.32   , 5119   , 631   ,31840,-592.164
08/01/2021,2021,1,8,5,8, 37185   , 36407   , 24959   , 312.51   , 5256   , 753   ,36258,-742.802
08/01/2021,2021,1,8,5,9, 40459   , 40705   , 26756   , 320.51   , 5296   , 827   ,39540,-222.827
08/01/2021,2021,1,8,5,10, 41592   , 42164   , 27446   , 320.51   , 5247   , 840   ,40485,-257.832
08/01/2021,2021,1,8,5,11, 42005   , 41280   , 27395   , 318.11   , 5305   , 808   ,40933,-103.983
08/01/2021,2021,1,8,5,12, 40496   , 40265   , 26617   , 310.00   , 5438   , 753   ,40175,436.71
08/01/2021,2021,1,8,5,13, 39859   , 39200   , 25795   , 300.57   , 5577   , 738   ,40405,-293.055
08/01/2021,2021,1,8,5,14, 40986   , 41922   , 26298   , 313.40   , 5740   , 762   ,40643,-507.417
08/01/2021,2021,1,8,5,15, 40388   , 41100   , 25894   , 314.57   , 5792   , 839   ,40080,-185.017
08/01/2021,2021,1,8,5,16, 40289   , 40669   , 25036   , 310.71   , 5712   , 931   ,39979,400.247
08/01/2021,2021,1,8,5,17, 40471   , 41033   , 26027   , 318.45   , 5699   , 972   ,40315,1161.994
08/01/2021,2021,1,8,5,18, 40533   , 41002   , 26175   , 319.23   , 5807   , 964   ,40459,980.74
08/01/2021,2021,1,8,5,19, 39519   , 39616   , 25362   , 315.11   , 5907   , 948   ,39306,741.53
08/01/2021,2021,1,8,5,20, 38409   , 38281   , 24708   , 313.55   , 5965   , 898   ,37868,763.117
08/01/2021,2021,1,8,5,21, 37630   , 37147   , 24436   , 311.02   , 5979   , 821   ,36745,722.19
08/01/2021,2021,1,8,5,22, 36885   , 36460   , 23940   , 288.47   , 5990   , 748   ,35903,664.405
08/01/2021,2021,1,8,5,23, 35845   , 35060   , 23710   , 248.48   , 6022   , 656   ,34694,303.855
09/01/2021,2021,1,9,6,0, 34180   , 33250   , 22600   , 308.99   , 5900   , 628   ,32794,22.513
09/01/2021,2021,1,9,6,1, 32540   , 31705   , 22266   , 256.33   , 5910   , 594   ,31185,274.505
09/01/2021,2021,1,9,6,2, 31207   , 30256   , 21423   , 269.99   , 5947   , 487   ,29970,41.515
09/01/2021,2021,1,9,6,3, 30300   , 29191   , 20791   , 249.99   , 6003   , 424   ,29153,156.968
09/01/2021,2021,1,9,6,4, 29734   , 28669   , 20604   , 242.98   , 6039   , 442   ,28757,162.283
09/01/2021,2021,1,9,6,5, 29862   , 28572   , 20700   , 242.99   , 6037   , 470   ,28730,-83.04
09/01/2021,2021,1,9,6,6, 30044   , 28734   , 22060   , 243.99   , 6065   , 487   ,29080,-82.42
09/01/2021,2021,1,9,6,7, 30751   , 29113   , 23029   , 237.99   , 6079   , 527   ,29920,-117.899
09/01/2021,2021,1,9,6,8, 32582   , 28753   , 23894   , 250.00   , 6023   , 636   ,32181,-536.768
09/01/2021,2021,1,9,6,9, 34679   , 28842   , 25240   , 256.33   , 5918   , 731   ,34879,-440.665
09/01/2021,2021,1,9,6,10, 36166   , 29760   , 26212   , 262.99   , 5867   , 799   ,36464,-103.167
09/01/2021,2021,1,9,6,11, 37488   , 30930   , 25771   , 255.00   , 5870   , 804   ,37556,-715.883
09/01/2021,2021,1,9,6,12, 37212   , 30910   , 25381   , 236.99   , 5886   , 746   ,37067,-474.451
09/01/2021,2021,1,9,6,13, 37811   , 31319   , 24977   , 269.98   , 5835   , 703   ,37403,-479.499
09/01/2021,2021,1,9,6,14, 38101   , 31629   , 24321   , 236.99   , 5704   , 699   ,37489,-366.733
09/01/2021,2021,1,9,6,15, 37559   , 31457   , 23681   , 269.01   , 5492   , 769   ,36929,-371.667
09/01/2021,2021,1,9,6,16, 37309   , 32521   , 23212   , 309.99   , 5403   , 858   ,36887,-448.559
09/01/2021,2021,1,9,6,17, 37765   , 34352   , 23918   , 317.99   , 5414   , 896   ,37407,-781.847
09/01/2021,2021,1,9,6,18, 38810   , 36173   , 24620   , 320.57   , 5254   , 894   ,38214,-407.205
09/01/2021,2021,1,9,6,19, 37943   , 35688   , 23762   , 317.04   , 5063   , 901   ,37463,-279.829
09/01/2021,2021,1,9,6,20, 36954   , 34722   , 23908   , 317.29   , 4859   , 850   ,36376,-802.488
09/01/2021,2021,1,9,6,21, 36124   , 34001   , 23472   , 314.24   , 4661   , 745   ,35517,-796.442
09/01/2021,2021,1,9,6,22, 35389   , 33633   , 23081   , 311.39   , 4512   , 670   ,34912,-685.083
09/01/2021,2021,1,9,6,23, 34248   , 32645   , 22463   , 269.99   , 4381   , 598   ,33635,-440.67
10/01/2021,2021,1,10,7,0, 32363   ,30817.24283,22112.9,308.99,4301.17, 556   ,30600,-714.359
10/01/2021,2021,1,10,7,1, 30789   ,29231.43315,21805.8,245,4289.87, 511   ,29061,-116.073
10/01/2021,2021,1,10,7,2, 29432   ,27954.69029,20487.9,249.99,4293.53, 451   ,27896,305.484
10/01/2021,2021,1,10,7,3, 28455   ,26998.38197,19839,242.23,4290.14, 446   ,27073,135.64
10/01/2021,2021,1,10,7,4, 28146   ,26487.21152,19603.3,233.99,4263.85, 456   ,26528,339.45
10/01/2021,2021,1,10,7,5, 28011   ,26273.90969,19568.2,233.99,4242.96, 482   ,26218,539.751
10/01/2021,2021,1,10,7,6, 28015   ,26295.49919,20427.2,242.22,4175.33, 517   ,26124,1125.764
10/01/2021,2021,1,10,7,7, 28000   ,26376.52848,20589.9,233.99,4101.66, 552   ,26093,1138.885
10/01/2021,2021,1,10,7,8, 27876   ,25838.97709,20819.7,200,3983.79, 595   ,26165,259.043
10/01/2021,2021,1,10,7,9, 29614   ,25594.22323,21919.4,236.97,3761.85, 634   ,27283,372.86
10/01/2021,2021,1,10,7,10, 31095   ,26256.93809,22639.4,309.99,3503.93, 695   ,28925,256.611
10/01/2021,2021,1,10,7,11, 32423   ,27254.69629,22968.4,310.47,3291.51, 709   ,30586,255
10/01/2021,2021,1,10,7,12, 32825   ,27169.85297,23223.3,310.43,3130.44, 658   ,30818,252.6
10/01/2021,2021,1,10,7,13, 33562   ,27610.75967,23701.6,236.98,2962.48, 634   ,31632,701.798
10/01/2021,2021,1,10,7,14, 33813   ,27920.64043,23534.9,236.97,2806.69, 658   ,32042,974.914
10/01/2021,2021,1,10,7,15, 33370   ,27972.1919,23239.9,237.99,2690.65, 692   ,31953,1403.384
10/01/2021,2021,1,10,7,16, 33842   ,29148.38917,22649.4,311.42,2620.13, 735   ,32327,1289.732
10/01/2021,2021,1,10,7,17, 34862   ,31478.64525,23257,319.99,2687.42, 815   ,33516,1093.218
10/01/2021,2021,1,10,7,18, 36206   ,33780.14794,24301.5,324.76,2898.4, 874   ,34993,924.79
10/01/2021,2021,1,10,7,19, 35781   ,33550.67759,24156.3,322.7,3080.2, 865   ,34716,961.043
10/01/2021,2021,1,10,7,20, 35012   ,32783.83403,23627.1,319.84,3226.22, 799   ,34029,1034.726
10/01/2021,2021,1,10,7,21, 34214   ,32237.91734,23272.3,316.19,3390.18, 742   ,33458,910.224
10/01/2021,2021,1,10,7,22, 33726   ,32066.88899,23070.4,312.91,3576.39, 702   ,33120,914.538
10/01/2021,2021,1,10,7,23, 32774   ,31226.58258,22271.5,272.13,3777.99, 594   ,32026,675.038
11/01/2021,2021,1,11,1,0, 31395   ,31062.71439,20794.7,309,3951.41, 511   ,30797,-921.959
11/01/2021,2021,1,11,1,1, 29954   ,29630.50434,20846.6,250,4067.59, 484   ,29192,-405.612
11/01/2021,2021,1,11,1,2, 28810   ,28386.71066,20026.4,255.01,4174.26, 465   ,28209,-264.466
11/01/2021,2021,1,11,1,3, 28105   ,27630.08223,19481.1,242.01,4297.84, 456   ,27565,647.7
11/01/2021,2021,1,11,1,4, 27839   ,27573.23629,19472.2,233.99,4429.65, 447   ,27560,571.625
11/01/2021,2021,1,11,1,5, 28173   ,27888.57885,19631.3,233.99,4562.06, 459   ,28071,436.027
